Date,Open,High,Low,Close,Adj Close,Volume
2019-11-25,525.000000,525.000000,515.000000,525.000000,525.000000,8169400
2019-11-26,525.000000,530.000000,520.000000,525.000000,525.000000,6262100
2019-11-27,525.000000,525.000000,515.000000,520.000000,520.000000,7498300
2019-11-28,520.000000,520.000000,505.000000,510.000000,510.000000,10126600
2019-11-29,510.000000,515.000000,500.000000,510.000000,510.000000,7746300
2019-12-02,510.000000,510.000000,500.000000,505.000000,505.000000,6572800
2019-12-03,505.000000,505.000000,498.000000,500.000000,500.000000,7940200
2019-12-04,500.000000,505.000000,498.000000,498.000000,498.000000,7633400
2019-12-05,498.000000,505.000000,498.000000,505.000000,505.000000,8063200
2019-12-06,505.000000,505.000000,492.000000,498.000000,498.000000,8046600
2019-12-09,498.000000,500.000000,496.000000,500.000000,500.000000,7102700
2019-12-10,500.000000,505.000000,496.000000,496.000000,496.000000,6374300
2019-12-11,500.000000,540.000000,496.000000,540.000000,540.000000,18468900
2019-12-12,540.000000,545.000000,520.000000,525.000000,525.000000,17935300
2019-12-13,525.000000,530.000000,505.000000,520.000000,520.000000,9774800
2019-12-16,520.000000,525.000000,510.000000,510.000000,510.000000,7049200
2019-12-17,510.000000,520.000000,510.000000,515.000000,515.000000,4591800
2019-12-18,515.000000,515.000000,505.000000,505.000000,505.000000,5432900
2019-12-19,510.000000,515.000000,505.000000,505.000000,505.000000,3397100
2019-12-20,505.000000,510.000000,505.000000,510.000000,510.000000,3082300
2019-12-23,510.000000,515.000000,505.000000,510.000000,510.000000,5073300
2019-12-26,510.000000,520.000000,505.000000,505.000000,505.000000,8075600
2019-12-27,505.000000,515.000000,505.000000,510.000000,510.000000,4593800
2019-12-30,510.000000,510.000000,505.000000,505.000000,505.000000,2153600
2020-01-02,505.000000,505.000000,498.000000,505.000000,505.000000,5880000
2020-01-03,505.000000,510.000000,500.000000,510.000000,510.000000,5325400
2020-01-06,505.000000,510.000000,500.000000,505.000000,505.000000,4843100
2020-01-07,505.000000,510.000000,500.000000,505.000000,505.000000,5520100
2020-01-08,505.000000,510.000000,500.000000,500.000000,500.000000,3471400
2020-01-09,500.000000,505.000000,498.000000,505.000000,505.000000,6526300
2020-01-10,505.000000,505.000000,500.000000,505.000000,505.000000,3973600
2020-01-13,500.000000,505.000000,500.000000,500.000000,500.000000,4473000
2020-01-14,500.000000,505.000000,498.000000,500.000000,500.000000,5551400
2020-01-15,500.000000,505.000000,498.000000,498.000000,498.000000,5705300
2020-01-16,498.000000,500.000000,498.000000,498.000000,498.000000,3351000
2020-01-17,498.000000,500.000000,496.000000,498.000000,498.000000,7659400
2020-01-20,498.000000,498.000000,494.000000,498.000000,498.000000,4693000
2020-01-21,498.000000,498.000000,494.000000,496.000000,496.000000,5083600
2020-01-22,496.000000,496.000000,488.000000,490.000000,490.000000,7470300
2020-01-23,490.000000,505.000000,490.000000,500.000000,500.000000,12178300
2020-01-24,500.000000,500.000000,492.000000,494.000000,494.000000,5670200
2020-01-27,494.000000,496.000000,484.000000,484.000000,484.000000,8109200
2020-01-28,484.000000,490.000000,470.000000,490.000000,490.000000,12234700
2020-01-29,490.000000,505.000000,484.000000,505.000000,505.000000,12954100
2020-01-30,505.000000,510.000000,496.000000,505.000000,505.000000,10073500
2020-01-31,505.000000,505.000000,488.000000,490.000000,490.000000,6331000
2020-02-03,490.000000,490.000000,480.000000,480.000000,480.000000,4892500
2020-02-04,480.000000,488.000000,478.000000,484.000000,484.000000,7973900
2020-02-05,484.000000,490.000000,480.000000,488.000000,488.000000,5835400
2020-02-06,488.000000,490.000000,484.000000,488.000000,488.000000,5325900
2020-02-07,488.000000,490.000000,482.000000,482.000000,482.000000,4135200
2020-02-10,482.000000,488.000000,478.000000,478.000000,478.000000,5470200
2020-02-11,478.000000,480.000000,476.000000,476.000000,476.000000,5690900
2020-02-12,478.000000,480.000000,476.000000,478.000000,478.000000,4447000
2020-02-13,476.000000,482.000000,474.000000,480.000000,480.000000,5276500
2020-02-14,480.000000,482.000000,476.000000,480.000000,480.000000,4210900
2020-02-17,480.000000,482.000000,472.000000,476.000000,476.000000,6699000
2020-02-18,476.000000,494.000000,476.000000,486.000000,486.000000,9083800
2020-02-19,486.000000,488.000000,480.000000,480.000000,480.000000,3720200
2020-02-20,482.000000,484.000000,478.000000,480.000000,480.000000,4443900
2020-02-21,480.000000,482.000000,472.000000,476.000000,476.000000,3304000
2020-02-24,476.000000,476.000000,462.000000,464.000000,464.000000,4849300
2020-02-25,462.000000,462.000000,452.000000,456.000000,456.000000,5954000
2020-02-26,456.000000,458.000000,444.000000,444.000000,444.000000,6519600
2020-02-27,444.000000,450.000000,426.000000,434.000000,434.000000,7811400
2020-02-28,430.000000,432.000000,396.000000,430.000000,430.000000,8347500
2020-03-02,430.000000,432.000000,410.000000,414.000000,414.000000,4955400
2020-03-03,414.000000,440.000000,410.000000,438.000000,438.000000,11682800
2020-03-04,438.000000,450.000000,430.000000,450.000000,450.000000,5767200
2020-03-05,450.000000,450.000000,440.000000,440.000000,440.000000,4210200
2020-03-06,440.000000,444.000000,432.000000,444.000000,444.000000,5515100
2020-03-09,442.000000,444.000000,424.000000,426.000000,426.000000,5402400
2020-03-10,426.000000,428.000000,420.000000,428.000000,428.000000,5893100
2020-03-11,426.000000,428.000000,416.000000,418.000000,418.000000,4446100
